customer_id,customer_name,age,gender,region,employment_status,annual_income,credit_score,debt_to_income_ratio,account_open_date
CUST-00663,Customer_663,51,F,East,Employed,36443.38,770,0.455,2021-05-22
CUST-00664,Customer_664,40,F,West,Employed,108448.52,769,0.287,2019-10-27
CUST-00665,Customer_665,40,F,West,Employed,95395.35,674,0.297,2019-08-21
CUST-00666,Customer_666,64,F,North,Unemployed,33451.69,460,0.288,2021-04-07
CUST-00667,Customer_667,37,M,North,Employed,20000.0,808,0.247,2022-01-21
CUST-00668,Customer_668,53,F,South,Self-Employed,72598.8,609,0.386,2021-02-22
CUST-00669,Customer_669,20,F,North,Employed,20000.0,705,0.279,2017-08-19
CUST-00670,Customer_670,23,F,West,Employed,49645.88,730,0.122,2021-05-29
CUST-00671,Customer_671,48,M,South,Employed,87040.31,510,0.194,2020-07-03
CUST-00672,Customer_672,38,F,Central,Self-Employed,45604.83,640,0.448,2020-08-19
CUST-00673,Customer_673,57,M,North,Employed,70178.72,580,0.102,2019-10-24
CUST-00674,Customer_674,58,M,Central,Self-Employed,95197.4,789,0.354,2021-02-06
CUST-00675,Customer_675,52,F,North,Employed,75336.83,694,0.218,2020-09-29
CUST-00676,Customer_676,56,M,Central,Retired,95338.75,731,0.193,2021-07-23
CUST-00677,Customer_677,27,M,West,Employed,70065.92,608,0.312,2021-05-31
CUST-00678,Customer_678,41,F,East,Employed,75462.02,632,0.445,2022-07-26
CUST-00679,Customer_679,34,M,West,Employed,46525.17,762,0.609,2021-03-29
CUST-00680,Customer_680,19,F,North,Employed,35336.51,563,0.092,2017-08-17
CUST-00681,Customer_681,50,M,West,Self-Employed,69292.32,744,0.413,2021-10-28
CUST-00682,Customer_682,34,F,North,Employed,54292.71,602,0.228,2022-11-19
CUST-00683,Customer_683,36,F,East,Unemployed,108107.69,729,0.486,2020-10-15
CUST-00684,Customer_684,59,F,West,Employed,58150.59,635,0.257,2018-05-07
CUST-00685,Customer_685,48,M,East,Employed,36932.21,751,0.215,2017-08-10
CUST-00686,Customer_686,43,M,West,Employed,33789.1,850,0.112,2020-09-08
CUST-00687,Customer_687,46,F,East,Self-Employed,82567.61,675,0.287,2019-05-16
CUST-00688,Customer_688,50,F,Central,Unemployed,96766.23,598,0.336,2021-02-03
CUST-00689,Customer_689,35,F,East,Unemployed,85859.89,588,0.583,2020-09-19
CUST-00690,Customer_690,47,F,North,Retired,95688.92,574,0.52,2021-10-19
CUST-00691,Customer_691,34,M,Central,Employed,50789.76,757,0.255,2018-11-04
CUST-00692,Customer_692,34,F,South,Employed,31340.64,848,0.176,2021-04-15
CUST-00693,Customer_693,44,M,West,Self-Employed,34839.47,684,0.268,2022-02-20
CUST-00694,Customer_694,36,F,South,Employed,46499.13,587,0.213,2022-01-21
CUST-00695,Customer_695,41,F,West,Employed,65313.18,660,0.402,2019-07-27
CUST-00696,Customer_696,44,F,Central,Employed,147161.59,803,0.182,2020-01-30
CUST-00697,Customer_697,37,F,Central,Employed,78361.66,746,0.32,2020-11-26
CUST-00698,Customer_698,42,M,North,Unemployed,132332.07,638,0.358,2019-03-27
CUST-00699,Customer_699,41,F,South,Self-Employed,56488.91,644,0.482,2022-09-03
CUST-00700,Customer_700,35,F,East,Retired,41483.29,619,0.427,2020-07-04
CUST-00701,Customer_701,46,M,North,Employed,94918.16,623,0.01,2021-09-04
CUST-00702,Customer_702,75,M,West,Employed,43199.75,842,0.421,2020-04-28
CUST-00703,Customer_703,41,M,East,Retired,69916.39,669,0.386,2020-03-19
CUST-00704,Customer_704,29,M,East,Employed,64119.3,613,0.174,2017-07-12
CUST-00705,Customer_705,38,M,North,Unemployed,50115.53,580,0.307,2018-10-29
CUST-00706,Customer_706,27,M,East,Employed,101382.43,601,0.3,2020-05-14
CUST-00707,Customer_707,29,M,Central,Employed,99927.31,750,0.313,2020-04-01
CUST-00708,Customer_708,27,M,West,Self-Employed,38802.13,765,0.577,2020-05-20
CUST-00709,Customer_709,30,F,North,Employed,29754.15,572,0.25,2018-05-18
CUST-00710,Customer_710,36,M,North,Unemployed,64088.09,550,0.384,2019-04-15
CUST-00711,Customer_711,48,M,South,Retired,55956.04,737,0.186,2018-10-08
CUST-00712,Customer_712,47,M,Central,Employed,80919.55,735,0.23,2022-01-09
CUST-00713,Customer_713,41,F,Central,Employed,64185.14,579,0.468,2020-04-30
CUST-00714,Customer_714,42,M,West,Self-Employed,51512.23,702,0.39,2021-11-16
CUST-00715,Customer_715,38,F,West,Employed,38776.27,684,0.175,2019-06-24
CUST-00716,Customer_716,46,M,West,Self-Employed,35276.18,697,0.387,2020-09-27
CUST-00717,Customer_717,42,M,South,Employed,91361.89,628,0.184,2018-09-14
CUST-00718,Customer_718,66,M,Central,Employed,109882.12,661,0.324,2018-01-12
CUST-00719,Customer_719,35,M,East,Employed,70420.12,550,0.427,2020-05-09
CUST-00720,Customer_720,26,M,East,Self-Employed,86644.56,719,0.162,2020-03-05
CUST-00721,Customer_721,54,F,Central,Employed,92798.53,686,0.179,2020-09-20
CUST-00722,Customer_722,50,M,East,Employed,20000.0,755,0.215,2020-05-09
CUST-00723,Customer_723,45,M,East,Retired,70288.26,532,0.326,2019-08-12
CUST-00724,Customer_724,47,M,South,Employed,20000.0,669,0.318,2021-08-01
CUST-00725,Customer_725,40,F,North,Employed,29875.58,728,0.105,2019-01-12
CUST-00726,Customer_726,18,M,Central,Employed,27792.0,621,0.474,2019-07-30
CUST-00727,Customer_727,59,M,Central,Employed,47539.25,753,0.091,2021-11-17
CUST-00728,Customer_728,46,F,Central,Self-Employed,123775.87,606,0.441,2019-04-21
CUST-00729,Customer_729,31,M,Central,Employed,59411.65,679,0.577,2021-04-20
CUST-00730,Customer_730,45,M,South,Employed,96550.83,578,0.339,2020-05-23
CUST-00731,Customer_731,36,M,East,Retired,39445.65,806,0.24,2020-03-15
CUST-00732,Customer_732,31,M,South,Unemployed,113721.05,732,0.072,2019-10-09
CUST-00733,Customer_733,35,F,West,Self-Employed,77936.41,448,0.634,2020-08-03
CUST-00734,Customer_734,49,F,West,Employed,96655.72,770,0.351,2019-10-02
CUST-00735,Customer_735,33,M,South,Employed,28486.75,678,0.124,2021-05-19
CUST-00736,Customer_736,43,M,Central,Employed,325225.22,807,0.134,2018-07-18
CUST-00737,Customer_737,25,F,Central,Self-Employed,75941.55,623,0.408,2018-08-17
CUST-00738,Customer_738,32,F,Central,Employed,37465.93,727,0.466,2019-09-17
CUST-00739,Customer_739,32,M,East,Unemployed,145108.41,705,0.537,2018-04-21
CUST-00740,Customer_740,21,F,Central,Unemployed,33345.53,684,0.162,2022-09-08
CUST-00741,Customer_741,37,F,Central,Employed,34208.51,592,0.358,2020-07-15
CUST-00742,Customer_742,49,M,South,Employed,69377.23,610,0.154,2022-09-27
CUST-00743,Customer_743,26,F,East,Employed,67256.44,780,0.195,2018-05-05
CUST-00744,Customer_744,46,M,West,Unemployed,149500.21,712,0.272,2022-04-06
CUST-00745,Customer_745,36,M,South,Unemployed,68268.6,568,0.301,2019-08-16
CUST-00746,Customer_746,39,F,Central,Self-Employed,139241.51,786,0.208,2021-12-28
CUST-00747,Customer_747,42,M,South,Unemployed,117770.69,773,0.058,2018-05-28
CUST-00748,Customer_748,56,M,Central,Employed,39859.89,564,0.225,2021-05-06
CUST-00749,Customer_749,51,M,East,Retired,102054.57,714,0.108,2021-04-12
CUST-00750,Customer_750,41,F,Central,Employed,50246.11,592,0.271,2018-02-09
CUST-00751,Customer_751,34,M,South,Retired,52594.08,600,0.566,2018-07-07
CUST-00752,Customer_752,18,F,North,Retired,34384.23,497,0.219,2018-01-22
CUST-00753,Customer_753,46,M,South,Employed,20000.0,577,0.429,2018-12-07
CUST-00754,Customer_754,45,F,South,Unemployed,53020.11,691,0.171,2019-02-17
CUST-00755,Customer_755,40,F,West,Employed,81774.8,625,0.28,2019-05-17
CUST-00756,Customer_756,63,F,West,Employed,93378.83,608,0.299,2022-07-01
CUST-00757,Customer_757,50,M,West,Employed,29708.02,779,0.408,2021-05-12
CUST-00758,Customer_758,38,F,West,Retired,144217.38,751,0.343,2021-01-31
CUST-00759,Customer_759,18,M,North,Self-Employed,184093.28,698,0.584,2020-05-08
CUST-00760,Customer_760,39,F,North,Unemployed,209482.94,573,0.205,2020-09-09
CUST-00761,Customer_761,27,M,West,Unemployed,119358.41,750,0.371,2020-02-23
CUST-00762,Customer_762,52,F,East,Unemployed,199147.73,623,0.5,2021-01-10
CUST-00763,Customer_763,39,M,Central,Unemployed,38290.11,759,0.473,2018-07-02
CUST-00764,Customer_764,20,F,North,Employed,110970.96,668,0.385,2019-05-30
CUST-00765,Customer_765,27,F,North,Employed,32310.85,748,0.239,2018-02-10
CUST-00766,Customer_766,37,M,West,Employed,49792.31,564,0.449,2017-07-19
CUST-00767,Customer_767,41,F,South,Retired,70196.31,578,0.368,2017-10-27
CUST-00768,Customer_768,52,M,East,Employed,66867.26,694,0.234,2017-09-09
CUST-00769,Customer_769,30,F,North,Self-Employed,64521.81,692,0.163,2021-07-08
CUST-00770,Customer_770,36,M,East,Self-Employed,59316.73,730,0.411,2019-04-14
CUST-00771,Customer_771,20,M,North,Employed,40612.23,559,0.705,2021-03-17
CUST-00772,Customer_772,32,M,West,Self-Employed,39270.34,691,0.41,2018-12-22
CUST-00773,Customer_773,46,M,North,Employed,66896.98,592,0.3,2022-06-26
CUST-00774,Customer_774,30,M,Central,Employed,58574.7,558,0.251,2019-02-09
CUST-00775,Customer_775,23,F,North,Employed,93831.92,560,0.284,2020-12-29
CUST-00776,Customer_776,30,M,West,Self-Employed,87469.06,623,0.278,2020-03-29
CUST-00777,Customer_777,43,M,South,Employed,63183.91,724,0.384,2018-10-28
CUST-00778,Customer_778,47,M,North,Employed,25078.78,689,0.315,2017-12-24
CUST-00779,Customer_779,33,F,South,Employed,41669.65,633,0.445,2018-05-12
CUST-00780,Customer_780,54,M,South,Employed,98654.51,696,0.32,2019-10-06
CUST-00781,Customer_781,69,M,Central,Self-Employed,37469.27,731,0.244,2020-06-14
CUST-00782,Customer_782,20,F,South,Self-Employed,64572.5,850,0.421,2022-01-26
CUST-00783,Customer_783,40,F,Central,Self-Employed,60404.2,756,0.581,2018-02-05
CUST-00784,Customer_784,35,M,North,Retired,47665.12,595,0.24,2022-02-19
CUST-00785,Customer_785,40,M,Central,Self-Employed,60393.32,704,0.332,2020-12-13
CUST-00786,Customer_786,25,F,East,Unemployed,48878.03,704,0.102,2021-07-13
CUST-00787,Customer_787,48,F,North,Employed,43251.77,518,0.219,2019-07-21
CUST-00788,Customer_788,49,F,North,Unemployed,49914.85,639,0.268,2019-03-25
CUST-00789,Customer_789,55,F,South,Employed,45329.74,592,0.261,2020-01-24
CUST-00790,Customer_790,42,M,West,Employed,73000.12,730,0.418,2022-08-13
CUST-00791,Customer_791,63,M,West,Employed,60318.72,664,0.116,2021-07-27
CUST-00792,Customer_792,44,F,Central,Employed,83292.78,771,0.509,2017-12-08
CUST-00793,Customer_793,45,M,East,Retired,186749.67,559,0.586,2022-03-07
CUST-00794,Customer_794,44,F,Central,Employed,90488.68,743,0.459,2019-11-10
CUST-00795,Customer_795,51,M,West,Retired,75594.53,598,0.413,2018-08-08
CUST-00796,Customer_796,35,M,North,Self-Employed,47721.46,618,0.049,2022-11-04
CUST-00797,Customer_797,45,F,South,Employed,75327.9,792,0.23,2022-08-01
CUST-00798,Customer_798,31,F,Central,Employed,28717.89,750,0.268,2018-12-04
CUST-00799,Customer_799,37,F,West,Self-Employed,92119.99,552,0.111,2022-06-17
CUST-00800,Customer_800,29,M,East,Employed,145849.89,722,0.091,2022-06-24
CUST-00801,Customer_801,60,M,South,Employed,76970.57,550,0.093,2020-09-23
CUST-00802,Customer_802,48,M,East,Self-Employed,53382.19,656,0.382,2018-10-30
CUST-00803,Customer_803,40,M,North,Employed,37480.86,616,0.092,2017-09-26
CUST-00804,Customer_804,24,F,North,Employed,41723.54,661,0.128,2019-07-05
CUST-00805,Customer_805,44,M,East,Self-Employed,30973.41,782,0.557,2019-03-26
CUST-00806,Customer_806,33,M,North,Employed,44519.45,662,0.249,2022-02-24
CUST-00807,Customer_807,32,M,South,Employed,45529.74,638,0.173,2020-12-22
CUST-00808,Customer_808,38,F,South,Employed,33536.53,723,0.124,2018-09-19
CUST-00809,Customer_809,38,F,North,Unemployed,20000.0,505,0.283,2022-10-03
CUST-00810,Customer_810,46,F,West,Employed,44499.13,765,0.154,2022-07-25
CUST-00811,Customer_811,41,F,Central,Self-Employed,63752.0,690,0.204,2020-02-20
CUST-00812,Customer_812,38,F,Central,Employed,126725.16,657,0.145,2020-02-13
CUST-00813,Customer_813,28,M,East,Employed,57680.29,723,0.377,2018-08-02
CUST-00814,Customer_814,42,M,Central,Self-Employed,83684.13,634,0.29,2022-04-10
CUST-00815,Customer_815,52,M,Central,Employed,60642.9,806,0.135,2018-02-08
CUST-00816,Customer_816,26,M,South,Employed,40754.52,699,0.317,2020-11-17
CUST-00817,Customer_817,25,F,South,Employed,93128.46,706,0.417,2017-07-15
CUST-00818,Customer_818,32,M,Central,Unemployed,31154.97,649,0.385,2018-12-01
CUST-00819,Customer_819,23,F,South,Employed,112718.3,666,0.413,2020-08-02
CUST-00820,Customer_820,33,F,East,Unemployed,40530.61,743,0.513,2019-09-19
CUST-00821,Customer_821,35,F,North,Employed,31303.67,688,0.164,2017-11-11
CUST-00822,Customer_822,18,M,South,Employed,39176.79,525,0.274,2020-01-11
CUST-00823,Customer_823,50,M,West,Employed,42738.66,679,0.571,2020-04-24
CUST-00824,Customer_824,30,F,East,Employed,90727.54,665,0.07,2019-10-27
CUST-00825,Customer_825,45,F,North,Employed,27616.84,645,0.222,2021-04-14
CUST-00826,Customer_826,54,F,Central,Employed,42371.88,660,0.186,2020-11-08
CUST-00827,Customer_827,55,F,South,Self-Employed,39677.8,507,0.278,2019-11-09
CUST-00828,Customer_828,51,M,South,Employed,137791.18,719,0.312,2020-08-15
CUST-00829,Customer_829,39,M,South,Employed,147297.11,668,0.258,2019-05-10
CUST-00830,Customer_830,18,M,East,Employed,62662.92,688,0.512,2019-03-27
CUST-00831,Customer_831,37,F,East,Employed,129829.39,576,0.135,2019-12-13
CUST-00832,Customer_832,56,M,West,Employed,20000.0,827,0.244,2022-08-02
CUST-00833,Customer_833,25,M,East,Employed,70442.94,711,0.43,2017-10-03
CUST-00834,Customer_834,32,M,Central,Employed,38891.35,846,0.323,2017-11-24
CUST-00835,Customer_835,23,F,West,Retired,76335.68,647,0.143,2022-06-12
CUST-00836,Customer_836,33,M,Central,Employed,38960.36,629,0.33,2018-04-28
CUST-00837,Customer_837,42,F,North,Self-Employed,53060.88,626,0.228,2022-07-28
CUST-00838,Customer_838,47,F,South,Employed,122457.32,633,0.44,2021-06-16
CUST-00839,Customer_839,37,F,West,Self-Employed,85479.6,538,0.063,2018-10-18
CUST-00840,Customer_840,62,F,East,Employed,20000.0,786,0.533,2021-08-11
CUST-00841,Customer_841,46,M,South,Employed,133011.39,618,0.473,2018-08-08
CUST-00842,Customer_842,19,M,South,Employed,20000.0,703,0.276,2020-05-26
CUST-00843,Customer_843,50,F,East,Employed,46825.29,715,0.247,2019-12-01
CUST-00844,Customer_844,36,F,South,Employed,32289.42,850,0.287,2020-04-28
CUST-00845,Customer_845,42,F,North,Employed,95053.6,850,0.128,2018-05-24
CUST-00846,Customer_846,68,F,Central,Employed,52652.14,548,0.547,2018-03-27
CUST-00847,Customer_847,46,F,South,Employed,113344.99,713,0.095,2021-07-12
CUST-00848,Customer_848,47,F,West,Employed,50065.41,830,0.362,2019-02-15
CUST-00849,Customer_849,37,F,East,Unemployed,66243.3,647,0.424,2021-12-11
CUST-00850,Customer_850,39,M,West,Unemployed,102084.44,615,0.276,2019-10-21
CUST-00851,Customer_851,40,M,North,Employed,179265.75,644,0.46,2018-05-31
CUST-00852,Customer_852,59,M,North,Employed,110347.77,716,0.236,2018-04-07
CUST-00853,Customer_853,45,M,South,Employed,50867.09,553,0.442,2020-09-03
CUST-00854,Customer_854,38,F,North,Self-Employed,80706.98,691,0.422,2021-06-20
CUST-00855,Customer_855,21,M,North,Retired,158725.83,575,0.366,2021-10-24
CUST-00856,Customer_856,21,F,South,Employed,50892.65,675,0.062,2018-03-03
CUST-00857,Customer_857,33,F,North,Employed,68675.9,683,0.171,2020-05-02
CUST-00858,Customer_858,58,M,South,Retired,46814.33,619,0.65,2020-06-28
CUST-00859,Customer_859,58,F,West,Employed,114571.27,850,0.634,2019-02-02
CUST-00860,Customer_860,43,F,South,Employed,35484.41,654,0.173,2017-10-29
CUST-00861,Customer_861,35,M,East,Employed,26325.13,797,0.296,2017-12-19
CUST-00862,Customer_862,32,M,North,Self-Employed,71855.05,590,0.495,2019-06-18
CUST-00863,Customer_863,37,M,East,Employed,39741.76,675,0.477,2017-12-21
CUST-00864,Customer_864,41,F,North,Employed,49574.74,497,0.424,2020-10-09
CUST-00865,Customer_865,43,M,West,Employed,33864.45,762,0.338,2017-12-17
CUST-00866,Customer_866,45,M,Central,Unemployed,76708.87,661,0.653,2020-10-10
CUST-00867,Customer_867,36,F,West,Employed,154382.0,615,0.258,2020-03-15
CUST-00868,Customer_868,18,F,Central,Employed,64519.49,680,0.292,2020-09-28
CUST-00869,Customer_869,35,F,South,Employed,51296.66,737,0.669,2019-07-29
CUST-00870,Customer_870,48,M,North,Retired,22629.79,718,0.244,2018-07-22
CUST-00871,Customer_871,41,F,North,Unemployed,30387.73,810,0.272,2020-04-10
CUST-00872,Customer_872,35,F,Central,Retired,45014.2,761,0.273,2022-01-10
CUST-00873,Customer_873,43,M,South,Self-Employed,50243.4,741,0.501,2021-06-05
CUST-00874,Customer_874,76,M,South,Self-Employed,87875.19,609,0.527,2018-06-13
CUST-00875,Customer_875,42,F,East,Retired,87893.9,574,0.162,2018-03-07
CUST-00876,Customer_876,26,M,South,Employed,55495.36,738,0.164,2021-02-19
CUST-00877,Customer_877,22,F,Central,Employed,20000.0,711,0.338,2018-12-29
CUST-00878,Customer_878,34,F,Central,Self-Employed,79266.3,626,0.387,2019-10-06
CUST-00879,Customer_879,56,M,West,Employed,64550.99,477,0.412,2021-12-08
CUST-00880,Customer_880,45,F,North,Employed,109838.86,814,0.449,2021-08-13
CUST-00881,Customer_881,18,M,North,Employed,87228.79,611,0.198,2022-12-01
CUST-00882,Customer_882,49,F,Central,Employed,43118.52,534,0.298,2022-03-10
CUST-00883,Customer_883,39,F,South,Retired,56061.76,585,0.365,2018-03-09
CUST-00884,Customer_884,63,F,North,Employed,30478.48,631,0.52,2019-08-19
CUST-00885,Customer_885,50,M,North,Unemployed,44362.4,850,0.252,2018-02-04
CUST-00886,Customer_886,49,F,North,Employed,28004.61,523,0.068,2017-08-21
CUST-00887,Customer_887,56,F,Central,Employed,117643.79,654,0.095,2021-03-24
CUST-00888,Customer_888,44,F,South,Retired,41797.65,650,0.209,2018-10-25
CUST-00889,Customer_889,57,F,West,Self-Employed,34925.26,539,0.363,2021-12-11
CUST-00890,Customer_890,29,F,South,Self-Employed,86661.19,549,0.064,2018-05-09
CUST-00891,Customer_891,18,M,West,Employed,49368.7,664,0.313,2019-01-22
CUST-00892,Customer_892,37,F,South,Employed,25231.95,782,0.23,2022-11-29
CUST-00893,Customer_893,40,F,Central,Employed,107267.3,604,0.615,2019-07-18
CUST-00894,Customer_894,40,F,Central,Employed,79075.19,677,0.451,2019-10-01
CUST-00895,Customer_895,51,M,West,Employed,21367.09,743,0.154,2018-09-28
CUST-00896,Customer_896,29,M,South,Employed,22838.26,607,0.397,2021-02-16
CUST-00897,Customer_897,56,M,North,Unemployed,74742.27,597,0.216,2019-03-01
CUST-00898,Customer_898,35,F,West,Employed,150300.67,724,0.691,2021-09-29
CUST-00899,Customer_899,26,M,North,Employed,91516.17,685,0.077,2018-07-05
CUST-00900,Customer_900,50,M,North,Employed,23939.38,550,0.335,2020-06-18
CUST-00901,Customer_901,33,F,South,Retired,93458.89,732,0.28,2020-02-27
CUST-00902,Customer_902,30,F,East,Employed,38295.97,850,0.493,2022-05-09
CUST-00903,Customer_903,52,F,Central,Self-Employed,117374.01,715,0.241,2019-01-25
CUST-00904,Customer_904,37,M,South,Employed,76560.76,627,0.478,2018-06-10
CUST-00905,Customer_905,30,M,East,Employed,146208.82,850,0.357,2021-06-16
CUST-00906,Customer_906,62,M,North,Employed,76055.42,649,0.363,2017-12-10
CUST-00907,Customer_907,30,F,South,Self-Employed,79645.13,762,0.466,2019-11-08
CUST-00908,Customer_908,48,M,East,Self-Employed,32443.5,628,0.228,2019-06-25
CUST-00909,Customer_909,38,F,North,Employed,25031.89,787,0.134,2019-04-04
CUST-00910,Customer_910,39,M,Central,Retired,77921.07,607,0.586,2022-01-15
CUST-00911,Customer_911,44,M,North,Employed,74576.11,850,0.287,2021-11-08
CUST-00912,Customer_912,38,F,Central,Self-Employed,20311.54,632,0.125,2018-10-30
CUST-00913,Customer_913,24,F,East,Employed,62201.56,762,0.077,2022-05-20
CUST-00914,Customer_914,50,M,West,Self-Employed,101189.15,794,0.649,2018-03-18
CUST-00915,Customer_915,42,F,South,Employed,139118.36,563,0.148,2022-11-25
CUST-00916,Customer_916,46,F,North,Employed,72234.19,820,0.239,2019-03-18
CUST-00917,Customer_917,42,F,South,Employed,89084.96,652,0.549,2021-10-05
CUST-00918,Customer_918,51,M,East,Retired,96466.69,640,0.598,2020-04-07
CUST-00919,Customer_919,62,M,East,Unemployed,39185.01,569,0.145,2020-04-12
CUST-00920,Customer_920,57,F,East,Employed,140329.94,713,0.476,2019-11-14
CUST-00921,Customer_921,38,F,South,Employed,25558.09,708,0.274,2020-10-12
CUST-00922,Customer_922,44,F,South,Employed,54748.92,606,0.261,2021-06-11
CUST-00923,Customer_923,44,F,West,Employed,40338.61,632,0.301,2018-03-24
CUST-00924,Customer_924,33,F,Central,Employed,216599.49,607,0.483,2018-09-14
CUST-00925,Customer_925,47,M,North,Self-Employed,37043.79,666,0.241,2018-05-22
CUST-00926,Customer_926,52,F,Central,Employed,56220.69,698,0.193,2022-07-31
CUST-00927,Customer_927,56,F,Central,Employed,136482.78,611,0.121,2019-12-02
CUST-00928,Customer_928,63,F,Central,Retired,38514.51,581,0.543,2020-04-01
CUST-00929,Customer_929,36,F,North,Employed,58380.61,683,0.29,2018-02-18
CUST-00930,Customer_930,68,M,Central,Self-Employed,169516.49,605,0.287,2020-01-09
CUST-00931,Customer_931,50,M,North,Retired,76624.11,670,0.362,2020-05-27
CUST-00932,Customer_932,43,M,South,Retired,64788.58,763,0.277,2018-05-22
CUST-00933,Customer_933,55,M,South,Employed,55011.71,670,0.553,2022-06-25
CUST-00934,Customer_934,37,F,South,Retired,54920.19,576,0.444,2019-05-28
CUST-00935,Customer_935,21,M,Central,Employed,175273.79,679,0.141,2017-10-24
CUST-00936,Customer_936,46,M,North,Employed,108624.25,588,0.157,2020-09-10
CUST-00937,Customer_937,24,F,East,Employed,46068.99,658,0.439,2017-10-11
CUST-00938,Customer_938,54,M,Central,Self-Employed,44190.11,586,0.432,2018-07-16
CUST-00939,Customer_939,37,F,North,Employed,64283.17,679,0.267,2022-02-02
CUST-00940,Customer_940,48,M,North,Self-Employed,36626.33,537,0.463,2022-05-10
CUST-00941,Customer_941,56,F,Central,Retired,58820.62,677,0.552,2017-12-31
CUST-00942,Customer_942,53,F,East,Employed,94478.55,628,0.401,2020-03-13
CUST-00943,Customer_943,39,F,North,Employed,102043.36,628,0.254,2020-08-29
CUST-00944,Customer_944,28,M,Central,Self-Employed,53152.07,600,0.407,2019-01-12
CUST-00945,Customer_945,34,F,North,Employed,78730.32,733,0.567,2017-12-28
CUST-00946,Customer_946,31,F,South,Employed,255463.54,712,0.551,2020-04-03
CUST-00947,Customer_947,29,F,East,Employed,49899.0,812,0.413,2018-05-03
CUST-00948,Customer_948,34,F,East,Employed,62338.54,772,0.403,2020-03-01
CUST-00949,Customer_949,37,M,South,Employed,90039.37,676,0.172,2018-10-01
CUST-00950,Customer_950,36,F,East,Employed,30789.86,690,0.315,2020-08-01
CUST-00951,Customer_951,34,M,South,Employed,42664.44,591,0.349,2017-10-19
CUST-00952,Customer_952,49,F,West,Unemployed,79067.47,724,0.118,2018-01-21
CUST-00953,Customer_953,37,F,North,Employed,43382.61,665,0.11,2022-01-11
CUST-00954,Customer_954,35,M,East,Self-Employed,20516.03,773,0.148,2020-08-28
CUST-00955,Customer_955,39,M,Central,Retired,116619.42,573,0.423,2022-10-04
CUST-00956,Customer_956,60,M,South,Retired,101368.5,675,0.494,2021-10-17
CUST-00957,Customer_957,36,M,South,Employed,27529.15,638,0.472,2022-08-21
CUST-00958,Customer_958,55,F,South,Employed,46920.27,659,0.292,2018-04-21
CUST-00959,Customer_959,43,F,Central,Employed,58406.5,601,0.22,2017-09-29
CUST-00960,Customer_960,49,M,North,Employed,31469.86,620,0.772,2020-03-06
CUST-00961,Customer_961,18,F,South,Retired,52606.73,850,0.062,2020-04-05
CUST-00962,Customer_962,35,F,East,Employed,45164.93,746,0.337,2017-11-27
CUST-00963,Customer_963,32,F,North,Employed,47346.95,661,0.254,2020-10-02
CUST-00964,Customer_964,43,M,South,Unemployed,54479.49,783,0.363,2018-07-19
CUST-00965,Customer_965,66,M,South,Self-Employed,27142.98,638,0.45,2019-02-14
CUST-00966,Customer_966,47,M,East,Self-Employed,95166.44,752,0.519,2020-01-16
CUST-00967,Customer_967,34,M,North,Employed,41458.66,637,0.076,2022-03-07
CUST-00968,Customer_968,26,M,Central,Unemployed,99474.57,751,0.222,2021-08-31
CUST-00969,Customer_969,45,F,Central,Unemployed,55063.16,627,0.274,2021-03-17
CUST-00970,Customer_970,53,F,West,Retired,126314.31,729,0.253,2018-02-22
CUST-00971,Customer_971,39,F,West,Employed,67864.74,536,0.506,2020-04-21
CUST-00972,Customer_972,39,F,Central,Unemployed,34231.84,475,0.253,2020-09-10
CUST-00973,Customer_973,38,M,North,Employed,79581.39,640,0.197,2019-03-17
CUST-00974,Customer_974,30,F,Central,Self-Employed,38948.06,645,0.52,2019-07-04
CUST-00975,Customer_975,46,F,East,Self-Employed,24365.38,591,0.377,2020-03-21
CUST-00976,Customer_976,49,M,East,Retired,23741.17,744,0.439,2019-05-01
CUST-00977,Customer_977,51,F,East,Employed,55057.04,653,0.303,2018-12-07
CUST-00978,Customer_978,18,F,South,Employed,103397.28,850,0.266,2018-08-18
CUST-00979,Customer_979,31,M,North,Unemployed,51207.46,752,0.048,2018-06-03
CUST-00980,Customer_980,24,F,East,Self-Employed,64005.87,811,0.274,2018-11-16
CUST-00981,Customer_981,31,M,West,Retired,80553.04,795,0.481,2021-06-19
CUST-00982,Customer_982,21,F,West,Employed,36065.46,585,0.309,2022-09-21
CUST-00983,Customer_983,38,M,East,Self-Employed,61520.68,703,0.484,2021-09-03
CUST-00984,Customer_984,57,F,East,Employed,25116.29,591,0.484,2018-03-07
CUST-00985,Customer_985,33,M,Central,Employed,62167.82,838,0.159,2022-05-17
CUST-00986,Customer_986,52,F,South,Self-Employed,22989.61,667,0.482,2018-11-08
CUST-00987,Customer_987,32,M,East,Self-Employed,46769.7,703,0.481,2021-09-03
CUST-00988,Customer_988,39,F,South,Self-Employed,62160.04,728,0.515,2021-03-14
CUST-00989,Customer_989,50,F,East,Employed,44761.01,640,0.382,2019-08-21
CUST-00990,Customer_990,23,F,West,Unemployed,141715.96,751,0.259,2020-04-13
CUST-00991,Customer_991,55,M,Central,Self-Employed,34929.56,743,0.222,2019-06-10
CUST-00992,Customer_992,61,M,West,Retired,52442.45,794,0.409,2020-02-12
CUST-00993,Customer_993,59,M,West,Employed,20000.0,586,0.349,2020-08-08
CUST-00994,Customer_994,48,M,South,Employed,58743.39,750,0.223,2021-10-18
