loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,monthly_payment,remaining_balance,open_date,status,credit_score,annual_income,debt_to_income_ratio
LOAN-1005,CUST-00465,Business,42546.88,13.28,36,1439.32,27655.47,2022-10-17,Defaulted,526,86692.16,0.292
LOAN-1006,CUST-01495,Mortgage,54690.99,9.37,12,4792.2,0.0,2022-05-08,Closed,460,31262.88,0.288
LOAN-1007,CUST-00646,Business,40474.3,16.25,360,552.45,37101.44,2022-06-18,Active,711,20000.0,0.226
LOAN-1008,CUST-01278,Student,26816.82,9.49,36,858.9,17430.93,2022-10-12,Defaulted,648,149228.62,0.112
LOAN-1009,CUST-00959,Auto,50569.36,16.6,360,704.55,44388.66,2021-04-11,Active,601,58406.5,0.22
LOAN-1010,CUST-01202,Student,105830.1,6.58,48,2513.66,22047.94,2021-10-26,Active,747,56993.06,0.02
LOAN-1011,CUST-00566,Personal,21587.78,13.13,120,323.99,16550.63,2022-08-14,Active,552,131382.97,0.207
LOAN-1012,CUST-00500,Auto,9816.63,9.47,120,126.86,6380.81,2021-06-29,Active,603,66694.14,0.102
LOAN-1013,CUST-01203,Business,83384.56,8.05,36,2614.89,18529.9,2022-08-08,Active,608,32223.93,0.384
LOAN-1014,CUST-00026,Business,34096.06,17.06,120,593.88,26424.45,2022-09-17,Active,705,116936.8,0.408
LOAN-1015,CUST-00861,Student,30863.9,5.05,12,2642.89,0.0,2021-03-31,Closed,797,26325.13,0.296
LOAN-1016,CUST-00035,Mortgage,30429.9,16.04,36,1070.43,845.28,2022-01-17,Active,773,124490.51,0.333
LOAN-1017,CUST-00392,Auto,53041.46,3.89,12,4513.81,0.0,2021-05-02,Closed,582,85676.78,0.288
LOAN-1018,CUST-00812,Auto,35523.45,9.81,12,3119.94,0.0,2022-02-21,Closed,657,126725.16,0.145
LOAN-1019,CUST-00801,Business,24606.27,11.27,60,538.32,13533.45,2022-09-16,Active,550,76970.57,0.093
LOAN-1020,CUST-00724,Student,16947.23,8.07,48,414.29,1765.34,2021-05-16,Active,669,20000.0,0.318
LOAN-1021,CUST-01408,Auto,51717.85,13.11,48,1390.29,33616.6,2022-02-14,Defaulted,850,61042.66,0.531
LOAN-1022,CUST-00501,Mortgage,50972.0,13.56,60,1174.43,29733.67,2022-11-25,Active,586,43299.68,0.352
LOAN-1023,CUST-00679,Personal,15793.0,16.94,12,1439.95,0.0,2022-03-26,Closed,762,46525.17,0.609
LOAN-1024,CUST-01193,Mortgage,9437.56,11.76,120,134.1,6449.0,2021-10-06,Active,850,42950.68,0.095
LOAN-1025,CUST-00933,Auto,13676.19,13.43,60,314.19,6838.1,2022-06-17,Active,670,55011.71,0.553
LOAN-1026,CUST-00085,Student,34539.57,4.67,60,646.6,12088.85,2021-09-30,Active,693,65732.65,0.248
LOAN-1027,CUST-01170,Auto,97016.81,13.36,360,1100.57,89471.06,2022-08-31,Active,736,64446.07,0.199
LOAN-1028,CUST-00207,Student,24624.8,10.17,120,327.74,17852.98,2022-03-02,Active,561,153497.52,0.094
LOAN-1029,CUST-00123,Auto,135920.09,7.26,36,4212.99,11326.67,2022-03-17,Active,692,97664.84,0.346
LOAN-1030,CUST-00550,Student,5290.51,15.09,24,256.75,0.0,2021-06-18,Closed,681,34735.7,0.308
LOAN-1031,CUST-01423,Student,30791.75,15.53,360,402.43,28396.84,2022-08-08,Active,684,20000.0,0.279
LOAN-1032,CUST-00853,Mortgage,38204.02,6.35,360,237.72,34489.74,2022-01-23,Active,553,50867.09,0.442
LOAN-1033,CUST-00467,Auto,21310.19,3.51,60,387.76,6748.23,2021-07-15,Active,654,62341.9,0.385
LOAN-1034,CUST-01256,Business,38915.68,15.47,36,1358.0,10809.91,2022-10-22,Active,694,34458.82,0.206
LOAN-1035,CUST-01490,Auto,31271.67,11.75,12,2774.79,0.0,2022-11-03,Closed,579,93077.36,0.602
LOAN-1036,CUST-00327,Personal,29777.6,13.84,120,459.49,23573.93,2022-11-30,Active,670,32892.7,0.269
LOAN-1037,CUST-00874,Personal,133946.42,17.05,36,4778.89,29765.87,2022-08-17,Late,609,87875.19,0.527
LOAN-1038,CUST-01057,Personal,17649.97,17.77,36,636.05,3431.94,2022-07-17,Active,696,67950.22,0.108
LOAN-1039,CUST-00947,Personal,49390.43,13.68,24,2363.92,0.0,2021-02-07,Closed,812,49899.0,0.413
LOAN-1040,CUST-00959,Mortgage,10834.91,13.28,48,292.18,1354.36,2021-06-23,Active,601,58406.5,0.22
LOAN-1041,CUST-00154,Business,14627.31,16.84,12,1332.97,0.0,2021-07-08,Closed,592,67003.64,0.243
LOAN-1042,CUST-00497,Auto,173366.31,8.22,48,4250.3,72235.96,2022-08-15,Active,715,111918.14,0.1
LOAN-1043,CUST-00644,Student,34698.45,4.9,60,653.21,8674.61,2021-03-11,Active,850,43129.84,0.371
LOAN-1044,CUST-00095,Student,29306.3,17.67,360,433.78,25968.64,2021-07-23,Active,724,67458.88,0.495
LOAN-1045,CUST-00153,Mortgage,43770.46,5.47,12,3756.51,0.0,2022-05-12,Closed,770,63767.14,0.188
LOAN-1046,CUST-01441,Student,16328.13,7.71,36,509.48,2267.8,2022-05-22,Active,688,127727.09,0.185
LOAN-1047,CUST-01292,Student,138405.16,15.98,120,2316.74,86503.23,2021-03-15,Active,660,40691.02,0.295
LOAN-1048,CUST-00796,Personal,81945.86,4.74,12,7005.42,0.0,2022-10-09,Closed,618,47721.46,0.049
LOAN-1049,CUST-00091,Mortgage,22604.52,15.04,24,1096.45,0.0,2022-05-27,Closed,721,137361.89,0.202
LOAN-1050,CUST-00596,Business,38588.64,4.9,120,407.41,26047.33,2021-09-08,Active,536,44254.73,0.577
LOAN-1051,CUST-00198,Student,89898.11,12.24,24,4241.9,0.0,2021-11-12,Closed,657,33329.14,0.245
LOAN-1052,CUST-00823,Student,61866.25,8.51,60,1269.58,32995.33,2022-08-13,Active,679,42738.66,0.571
LOAN-1053,CUST-01383,Auto,17826.09,7.93,120,215.62,13963.77,2022-10-26,Late,794,103458.72,0.604
LOAN-1054,CUST-00317,Business,18840.33,17.97,360,283.48,17060.97,2022-02-01,Late,561,108157.82,0.625
LOAN-1055,CUST-00360,Personal,32032.76,9.2,36,1021.62,20821.29,2022-06-05,Defaulted,601,52747.92,0.341
LOAN-1056,CUST-01160,Business,44501.54,12.93,48,1192.32,9271.15,2021-10-28,Late,739,32316.7,0.613
LOAN-1057,CUST-00364,Student,35334.12,7.25,24,1586.01,0.0,2022-09-18,Closed,709,104790.02,0.362
LOAN-1058,CUST-01363,Auto,44253.05,8.42,60,906.21,16226.12,2021-10-01,Active,790,63316.2,0.448
LOAN-1059,CUST-01244,Student,58120.95,15.02,360,735.84,37778.62,2022-08-27,Defaulted,568,201672.28,0.355
LOAN-1060,CUST-00289,Mortgage,35425.45,5.35,24,1559.72,0.0,2022-07-23,Closed,840,64771.35,0.637
LOAN-1061,CUST-00457,Student,99100.31,13.95,360,1170.29,87813.89,2021-07-29,Active,729,154493.29,0.374
LOAN-1062,CUST-01225,Personal,18786.42,6.13,12,1618.0,0.0,2022-07-11,Closed,673,130788.93,0.472
LOAN-1063,CUST-00572,Personal,123562.66,5.36,36,3723.29,80315.73,2022-04-04,Defaulted,655,55123.08,0.274
LOAN-1064,CUST-00318,Mortgage,9512.77,17.41,48,276.51,2180.01,2021-11-10,Active,528,27532.03,0.359
LOAN-1065,CUST-01360,Auto,35759.55,6.58,360,227.91,32680.26,2022-05-06,Active,680,70889.07,0.434
LOAN-1066,CUST-00586,Auto,55967.06,10.36,60,1199.07,20521.26,2021-10-10,Active,552,32743.1,0.139
LOAN-1067,CUST-01223,Student,24200.96,11.79,48,634.81,15730.62,2022-04-30,Defaulted,512,76055.25,0.428
LOAN-1068,CUST-01173,Mortgage,106683.41,4.55,12,9110.91,0.0,2022-05-09,Closed,695,59933.28,0.096
LOAN-1069,CUST-00283,Business,66074.74,9.53,48,1660.95,17895.24,2022-01-03,Active,657,53198.92,0.425
LOAN-1070,CUST-01030,Personal,13345.05,10.85,12,1178.52,0.0,2021-10-02,Closed,810,53631.36,0.372
LOAN-1071,CUST-00535,Mortgage,45508.59,3.78,24,1971.75,0.0,2021-09-23,Closed,808,33105.12,0.392
LOAN-1072,CUST-01491,Auto,29976.86,6.83,24,1339.83,0.0,2021-07-07,Closed,614,27491.64,0.218
LOAN-1073,CUST-00769,Student,147032.61,3.52,60,2676.1,78417.39,2022-08-11,Active,692,64521.81,0.163
LOAN-1074,CUST-01345,Business,20091.06,15.0,360,254.04,17523.87,2021-02-09,Active,779,56517.48,0.249
LOAN-1075,CUST-00464,Personal,98866.34,13.79,24,4737.06,0.0,2021-11-26,Closed,750,113611.3,0.291
LOAN-1076,CUST-00097,Auto,19694.64,6.21,36,601.02,1641.22,2022-03-24,Active,672,43327.91,0.542
LOAN-1077,CUST-00517,Mortgage,13869.01,6.01,120,154.04,9592.73,2021-11-18,Active,707,107491.55,0.383
LOAN-1078,CUST-00717,Mortgage,22674.96,11.57,24,1062.84,0.0,2022-11-16,Closed,628,91361.89,0.184
LOAN-1079,CUST-01433,Auto,44589.46,4.79,36,1332.19,0.0,2021-04-18,Closed,741,25032.77,0.466
LOAN-1080,CUST-01134,Auto,22939.7,17.63,60,577.91,5734.93,2021-03-07,Active,657,100858.98,0.092
LOAN-1081,CUST-00386,Business,44009.42,8.31,120,541.19,28606.12,2022-04-29,Defaulted,443,65987.14,0.166
LOAN-1082,CUST-01062,Auto,133504.55,15.78,48,3768.53,33376.14,2021-12-25,Late,588,100361.85,0.396
LOAN-1083,CUST-01339,Personal,23740.18,11.48,120,333.5,18794.31,2022-11-23,Late,638,89597.0,0.569
LOAN-1084,CUST-01067,Mortgage,18671.28,9.04,48,464.99,7001.73,2022-06-29,Active,713,49878.9,0.377
LOAN-1085,CUST-00408,Business,47259.01,3.95,36,1394.22,1312.75,2022-01-18,Active,495,73292.03,0.32
LOAN-1086,CUST-00450,Student,104308.63,6.85,360,683.49,92718.78,2021-08-13,Active,723,41204.7,0.568
LOAN-1087,CUST-00648,Student,82184.17,5.74,36,2490.53,0.0,2021-05-13,Closed,645,116169.15,0.179
LOAN-1088,CUST-01460,Business,15081.48,16.76,360,212.08,13824.69,2022-06-14,Late,639,73082.74,0.263
LOAN-1089,CUST-01487,Mortgage,59674.52,13.07,36,2012.68,0.0,2021-11-06,Closed,665,59989.67,0.467
LOAN-1090,CUST-00572,Student,33331.67,6.82,360,217.74,29350.39,2021-05-15,Active,655,55123.08,0.274
LOAN-1091,CUST-00177,Personal,12953.67,13.39,12,1159.36,0.0,2022-08-18,Closed,734,53965.86,0.422
LOAN-1092,CUST-01284,Business,12046.9,12.2,120,174.23,9336.35,2022-09-29,Active,643,57418.97,0.242
LOAN-1093,CUST-00015,Student,53799.55,14.12,360,642.57,34969.71,2021-07-28,Defaulted,700,127328.31,0.217
LOAN-1094,CUST-01180,Personal,14481.72,15.82,60,350.78,4827.24,2021-08-23,Active,776,48418.53,0.322
LOAN-1095,CUST-01132,Personal,54908.48,15.4,24,2672.78,0.0,2022-04-24,Closed,563,42649.62,0.232
LOAN-1096,CUST-00530,Auto,38023.25,12.48,360,405.22,34960.27,2022-07-03,Active,527,153525.53,0.332
LOAN-1097,CUST-01296,Student,12664.97,17.82,12,1160.04,0.0,2022-03-16,Closed,656,64632.51,0.159
LOAN-1098,CUST-01454,Personal,78947.0,7.17,48,1896.72,6578.92,2021-04-30,Active,654,33020.71,0.696
LOAN-1099,CUST-00161,Auto,95253.74,14.66,360,1178.57,83082.43,2021-02-28,Active,572,93340.67,0.563
LOAN-1100,CUST-00322,Auto,48274.99,17.77,24,2404.72,0.0,2021-05-31,Closed,745,28472.81,0.625
LOAN-1101,CUST-00193,Auto,75758.8,6.94,60,1497.97,42929.99,2022-10-21,Late,748,55057.95,0.59
LOAN-1102,CUST-00348,Business,17745.73,5.51,36,535.93,0.0,2021-07-01,Closed,668,83591.55,0.308
LOAN-1103,CUST-00334,Mortgage,98538.6,7.6,12,8553.5,0.0,2022-04-06,Closed,727,32981.26,0.473
LOAN-1104,CUST-00719,Personal,28985.32,15.28,60,693.83,13526.48,2022-04-23,Active,550,70420.12,0.427
LOAN-1105,CUST-00124,Mortgage,15634.52,13.29,120,236.12,10162.44,2021-06-22,Active,652,212011.11,0.155
LOAN-1106,CUST-01423,Auto,97456.82,13.29,360,1100.2,85545.43,2021-04-04,Active,684,20000.0,0.279
LOAN-1107,CUST-00869,Student,21509.93,11.32,60,471.12,6811.48,2021-07-15,Active,737,51296.66,0.669
LOAN-1108,CUST-01015,Student,33892.76,6.85,36,1044.19,22030.29,2022-05-21,Defaulted,485,55228.29,0.081
LOAN-1109,CUST-01394,Business,28090.89,7.47,48,678.81,8193.18,2022-02-12,Active,642,149537.97,0.272
LOAN-1110,CUST-01139,Student,45974.43,3.87,360,216.06,41760.11,2022-03-16,Active,743,54084.23,0.199
LOAN-1111,CUST-00771,Auto,14999.92,14.56,24,724.16,0.0,2022-11-03,Closed,559,40612.23,0.705
LOAN-1112,CUST-00408,Personal,174555.18,7.97,12,15181.86,0.0,2022-11-15,Closed,495,73292.03,0.32
LOAN-1113,CUST-00946,Auto,17543.94,4.74,36,523.76,1462.0,2022-03-21,Active,712,255463.54,0.551
LOAN-1114,CUST-00251,Student,13016.25,17.5,48,378.96,813.52,2021-03-24,Active,737,248764.02,0.461
LOAN-1115,CUST-00789,Business,79051.2,8.62,36,2499.85,0.0,2021-12-25,Closed,592,45329.74,0.261
LOAN-1116,CUST-00704,Mortgage,63947.49,8.85,120,804.88,47960.62,2022-06-21,Active,613,64119.3,0.174
LOAN-1117,CUST-01228,Mortgage,14025.12,11.01,24,653.75,0.0,2022-04-06,Closed,788,43754.98,0.794
LOAN-1118,CUST-01014,Auto,84863.98,15.1,36,2946.0,55161.59,2022-04-10,Defaulted,587,79728.25,0.346
LOAN-1119,CUST-00954,Mortgage,53887.93,7.98,24,2436.71,0.0,2021-05-23,Closed,773,20516.03,0.148
LOAN-1120,CUST-00765,Student,292064.06,16.26,120,4939.88,219048.04,2022-06-07,Active,748,32310.85,0.239
LOAN-1121,CUST-00868,Business,38526.21,8.61,36,1218.14,0.0,2021-12-19,Closed,680,64519.49,0.292
LOAN-1122,CUST-00434,Business,42520.43,17.48,24,2112.13,0.0,2022-06-05,Closed,631,48975.0,0.122
LOAN-1123,CUST-00908,Auto,84438.53,9.17,60,1759.78,54885.04,2021-03-10,Defaulted,628,32443.5,0.228
LOAN-1124,CUST-01105,Student,25325.42,15.43,360,328.95,23144.62,2022-05-06,Active,615,91444.07,0.512
LOAN-1125,CUST-00939,Student,12131.37,8.04,12,1055.51,0.0,2022-04-24,Closed,679,64283.17,0.267
LOAN-1126,CUST-01282,Auto,58627.6,4.62,12,5008.76,0.0,2021-05-06,Closed,539,86826.19,0.113
LOAN-1127,CUST-01473,Auto,61644.88,13.91,360,726.02,54281.74,2021-05-23,Active,719,28962.08,0.343
LOAN-1128,CUST-01394,Mortgage,15683.23,4.9,36,469.34,0.0,2021-12-26,Closed,642,149537.97,0.272
LOAN-1129,CUST-00423,Personal,14406.56,12.32,12,1282.16,0.0,2021-12-17,Closed,728,93693.44,0.26
LOAN-1130,CUST-01381,Student,7188.67,6.49,36,220.29,0.0,2021-12-01,Closed,700,247058.36,0.382
LOAN-1131,CUST-01353,Auto,28208.66,4.05,360,135.49,25622.87,2022-03-23,Active,617,76159.38,0.379
LOAN-1132,CUST-00310,Business,57495.46,8.8,48,1425.32,15571.69,2022-01-04,Active,660,111198.62,0.246
LOAN-1133,CUST-00235,Auto,63009.26,13.49,12,5642.31,0.0,2022-10-27,Closed,675,117572.83,0.256
LOAN-1134,CUST-00314,Business,20173.78,16.62,36,715.44,0.0,2021-05-10,Closed,430,55896.85,0.38
LOAN-1135,CUST-00253,Business,49835.49,15.1,120,807.08,32393.07,2021-06-02,Active,801,42860.16,0.264
LOAN-1136,CUST-01218,Mortgage,92776.46,14.5,120,1468.53,72674.89,2022-10-03,Active,767,32637.33,0.68
LOAN-1137,CUST-01371,Business,24713.93,4.68,36,737.15,1373.0,2022-02-07,Active,678,32184.85,0.284
LOAN-1138,CUST-01092,Mortgage,53343.86,9.15,36,1700.05,16299.51,2022-11-15,Active,675,76694.52,0.736
LOAN-1139,CUST-00380,Mortgage,40518.16,17.06,60,1008.29,14181.36,2021-09-04,Active,739,75436.91,0.722
LOAN-1140,CUST-00148,Student,67524.5,17.69,48,1972.61,7033.8,2021-05-20,Active,718,32810.51,0.507
LOAN-1141,CUST-00270,Auto,93063.2,9.39,60,1949.5,34123.17,2021-10-23,Active,753,26170.91,0.513
LOAN-1142,CUST-00219,Auto,61793.43,4.67,36,1842.86,0.0,2021-02-19,Closed,637,41846.09,0.351
LOAN-1143,CUST-00979,Auto,3164.6,13.72,48,86.03,263.72,2021-04-08,Active,752,51207.46,0.048
LOAN-1144,CUST-00649,Business,219485.98,11.54,60,4831.48,117059.19,2022-08-07,Active,623,48522.12,0.271
LOAN-1145,CUST-00919,Business,7981.95,5.42,360,44.92,7405.48,2022-10-30,Active,569,39185.01,0.145
LOAN-1146,CUST-00787,Mortgage,34804.54,7.63,12,3021.64,0.0,2022-01-14,Closed,518,43251.77,0.219
LOAN-1147,CUST-00871,Mortgage,29448.73,11.35,120,411.51,23068.17,2022-10-06,Active,810,30387.73,0.272
LOAN-1148,CUST-01188,Mortgage,32878.49,11.4,360,323.09,21371.02,2022-09-30,Defaulted,533,200081.78,0.143
LOAN-1149,CUST-00640,Mortgage,38510.33,17.55,48,1122.21,1604.6,2021-02-05,Late,653,131833.9,0.531
LOAN-1150,CUST-00421,Mortgage,23917.0,14.07,120,372.36,15944.67,2021-08-29,Active,716,263331.38,0.246
LOAN-1151,CUST-00117,Student,37944.78,12.72,120,560.31,29091.0,2022-08-13,Active,732,78814.77,0.117
LOAN-1152,CUST-00568,Personal,114035.47,17.08,60,2838.98,43713.6,2021-11-19,Active,682,69741.24,0.366
LOAN-1153,CUST-00167,Business,30945.13,11.94,24,1455.83,0.0,2021-05-16,Closed,742,35733.46,0.434
LOAN-1154,CUST-01475,Personal,27412.94,8.51,24,1246.2,0.0,2022-04-10,Closed,601,75663.24,0.266
LOAN-1155,CUST-01060,Auto,18479.93,12.4,360,195.8,16888.6,2022-05-22,Active,720,52621.45,0.22
LOAN-1156,CUST-00978,Auto,49452.24,17.65,12,4525.55,0.0,2021-03-30,Closed,850,103397.28,0.266
LOAN-1157,CUST-01436,Auto,24453.39,17.35,12,2234.33,0.0,2021-05-27,Closed,648,49845.16,0.259
LOAN-1158,CUST-00077,Mortgage,30512.27,18.23,12,2800.71,0.0,2022-05-05,Closed,684,37023.73,0.522
LOAN-1159,CUST-00454,Personal,26828.77,17.88,48,786.41,3912.53,2021-07-28,Active,796,37486.88,0.211
LOAN-1160,CUST-00256,Student,89810.55,8.05,36,2816.41,0.0,2021-07-04,Closed,791,31304.84,0.233
LOAN-1161,CUST-00799,Business,22483.46,12.03,360,231.79,20422.48,2022-03-01,Active,552,92119.99,0.111
LOAN-1162,CUST-00018,Auto,59166.74,12.89,24,2809.84,0.0,2021-11-21,Closed,588,23850.79,0.174
LOAN-1163,CUST-01322,Auto,52048.35,5.18,360,285.16,33831.43,2022-03-14,Defaulted,735,110111.26,0.395
LOAN-1164,CUST-00217,Personal,15973.85,15.62,12,1446.45,0.0,2021-09-09,Closed,669,43447.45,0.25
LOAN-1165,CUST-00390,Student,45019.07,9.07,24,2058.13,0.0,2022-03-16,Closed,658,41572.02,0.063
LOAN-1166,CUST-00640,Mortgage,37131.21,12.89,24,1763.37,0.0,2022-02-19,Closed,653,131833.9,0.531
LOAN-1167,CUST-01247,Personal,16272.59,16.13,24,797.77,0.0,2022-05-22,Closed,707,28951.76,0.73
LOAN-1168,CUST-00677,Business,26182.18,5.21,360,143.93,17018.42,2022-05-10,Defaulted,608,70065.92,0.312
LOAN-1169,CUST-00762,Auto,59652.98,14.6,12,5372.92,0.0,2021-11-04,Closed,623,199147.73,0.5
LOAN-1170,CUST-00737,Auto,29866.15,5.48,120,323.83,22648.5,2022-07-05,Active,623,75941.55,0.408
LOAN-1171,CUST-00433,Business,13856.24,10.69,120,188.45,9122.02,2021-07-21,Active,630,20000.0,0.564
LOAN-1172,CUST-01383,Personal,31510.73,17.81,360,470.01,27746.95,2021-05-03,Active,794,103458.72,0.604
LOAN-1173,CUST-00919,Business,18931.89,15.34,360,244.54,16512.82,2021-02-17,Active,569,39185.01,0.145
LOAN-1174,CUST-01107,Mortgage,43142.97,14.83,120,691.56,32357.23,2022-06-02,Late,628,42068.31,0.303
LOAN-1175,CUST-00701,Business,34254.54,12.42,12,3050.21,0.0,2021-10-10,Closed,623,94918.16,0.01
LOAN-1176,CUST-00696,Personal,47875.55,17.22,36,1712.14,0.0,2021-02-07,Closed,803,147161.59,0.182
LOAN-1177,CUST-00819,Personal,35079.38,17.2,12,3202.74,0.0,2022-01-10,Closed,666,112718.3,0.413
LOAN-1178,CUST-00714,Business,31302.12,7.63,24,1410.43,0.0,2022-05-12,Closed,702,51512.23,0.39
LOAN-1179,CUST-00835,Personal,11125.43,16.79,36,395.49,3399.44,2022-11-03,Active,647,76335.68,0.143
LOAN-1180,CUST-01199,Business,32102.95,9.21,48,802.09,1337.62,2021-02-25,Active,496,61209.98,0.286
LOAN-1181,CUST-00202,Personal,67073.69,7.52,12,5819.76,0.0,2021-05-09,Closed,657,42728.8,0.246
LOAN-1182,CUST-00924,Mortgage,41113.1,5.29,360,228.05,26723.51,2022-07-14,Defaulted,607,216599.49,0.483
LOAN-1183,CUST-00082,Personal,7003.9,15.14,12,632.62,0.0,2021-08-31,Closed,710,34505.51,0.022
LOAN-1184,CUST-00740,Personal,68594.89,12.47,12,6109.67,0.0,2021-12-02,Closed,684,33345.53,0.162
LOAN-1185,CUST-01149,Student,28564.83,4.76,120,299.63,17853.02,2021-03-24,Active,817,61597.0,0.442
LOAN-1186,CUST-00909,Auto,48277.81,10.25,24,2233.35,0.0,2021-12-24,Closed,787,25031.89,0.134
LOAN-1187,CUST-01210,Business,173375.27,18.19,24,8671.53,0.0,2021-07-23,Closed,602,40010.79,0.292
LOAN-1188,CUST-00943,Mortgage,56434.84,8.77,12,4929.29,0.0,2022-07-16,Closed,628,102043.36,0.254
LOAN-1189,CUST-00205,Student,38702.57,4.45,24,1688.42,0.0,2022-03-05,Closed,635,20000.0,0.497
LOAN-1190,CUST-00265,Personal,35487.12,15.13,12,3205.18,0.0,2021-12-15,Closed,772,68261.62,0.325
LOAN-1191,CUST-00021,Business,67317.83,14.27,360,812.04,59838.07,2021-08-07,Active,691,36888.22,0.179
LOAN-1192,CUST-01461,Mortgage,23339.99,8.26,12,2033.12,0.0,2022-10-12,Closed,607,224329.45,0.667
LOAN-1193,CUST-01316,Business,55670.22,10.48,12,4906.73,0.0,2021-03-05,Closed,799,96328.03,0.813
LOAN-1194,CUST-01350,Mortgage,218525.6,10.14,48,5557.08,95604.95,2022-09-02,Active,793,34969.09,0.482
LOAN-1195,CUST-00616,Mortgage,11286.55,17.76,60,285.13,7336.26,2022-06-22,Defaulted,676,28904.49,0.32
LOAN-1196,CUST-00747,Business,27020.25,3.76,24,1170.47,0.0,2022-03-30,Closed,773,117770.69,0.058
LOAN-1197,CUST-00586,Mortgage,80888.17,9.5,24,3713.94,0.0,2022-09-26,Closed,552,32743.1,0.139
LOAN-1198,CUST-01392,Student,42265.49,7.04,60,837.71,14088.5,2021-08-13,Active,829,57007.5,0.377
LOAN-1199,CUST-01400,Student,43422.03,6.54,12,3747.97,0.0,2021-11-01,Closed,575,37756.05,0.438
LOAN-1200,CUST-00015,Personal,17601.72,17.71,12,1611.3,0.0,2022-08-24,Closed,700,127328.31,0.217
LOAN-1201,CUST-00075,Business,53120.33,14.86,12,4791.04,0.0,2021-12-26,Closed,463,138424.88,0.284
LOAN-1202,CUST-01490,Mortgage,29523.31,9.36,36,943.79,0.0,2021-05-07,Closed,579,93077.36,0.602
LOAN-1203,CUST-01383,Personal,94970.33,14.47,12,8548.13,0.0,2022-04-16,Closed,794,103458.72,0.604
LOAN-1204,CUST-00499,Personal,55585.9,13.42,12,4975.74,0.0,2022-07-26,Closed,652,34265.09,0.183
LOAN-1205,CUST-00701,Personal,18689.15,5.01,360,100.44,16560.66,2021-07-23,Active,623,94918.16,0.01
LOAN-1206,CUST-00548,Auto,56208.84,13.88,120,868.68,40283.0,2022-02-10,Active,599,170037.09,0.151
LOAN-1207,CUST-01374,Student,93618.66,15.63,360,1231.05,60852.13,2021-03-17,Defaulted,750,136001.42,0.513
LOAN-1208,CUST-00205,Mortgage,39625.54,12.46,60,890.69,15189.79,2021-11-17,Active,635,20000.0,0.497
LOAN-1209,CUST-00587,Personal,165456.91,4.88,48,3801.37,72387.4,2022-09-04,Active,547,68435.88,0.302
LOAN-1210,CUST-00164,Business,21418.09,8.78,120,268.77,13207.82,2021-02-15,Late,657,122309.03,0.381
LOAN-1211,CUST-00473,Business,53037.18,10.9,24,2469.49,0.0,2021-11-26,Closed,769,34175.75,0.218
LOAN-1212,CUST-00453,Student,51213.8,11.55,360,509.12,47230.5,2022-08-17,Active,655,20000.0,0.545
LOAN-1213,CUST-00532,Business,23154.6,4.61,60,432.83,9261.84,2021-12-10,Active,831,35202.92,0.356
LOAN-1214,CUST-00893,Personal,59060.57,7.73,60,1189.92,32483.31,2022-09-10,Active,604,107267.3,0.615
LOAN-1215,CUST-00785,Auto,74652.47,10.97,36,2442.97,0.0,2021-03-04,Closed,704,60393.32,0.332
LOAN-1216,CUST-00305,Business,17258.27,5.53,36,521.36,3835.17,2022-08-13,Active,661,53819.74,0.068
LOAN-1217,CUST-01201,Mortgage,27998.46,13.61,60,645.83,8399.54,2021-06-23,Late,639,48466.16,0.493
LOAN-1218,CUST-01308,Student,72820.31,8.41,36,2295.72,47333.2,2022-01-27,Defaulted,652,44419.01,0.369
LOAN-1219,CUST-00229,Auto,51314.52,12.27,12,4565.72,0.0,2021-03-20,Closed,821,55996.19,0.389
LOAN-1220,CUST-01360,Mortgage,46248.25,7.63,36,1441.37,30061.36,2022-03-21,Defaulted,680,70889.07,0.434
LOAN-1221,CUST-01177,Business,26981.81,4.33,12,2301.57,0.0,2021-05-19,Closed,803,29320.52,0.424
LOAN-1222,CUST-00418,Auto,13668.27,12.77,360,148.75,12301.44,2021-12-07,Late,591,30891.6,0.279
LOAN-1223,CUST-01312,Student,50081.96,8.05,12,4357.71,0.0,2021-12-13,Closed,645,98145.1,0.109
LOAN-1224,CUST-01484,Student,23788.4,17.62,120,422.83,16453.64,2021-11-04,Active,718,58201.71,0.44
LOAN-1225,CUST-00849,Personal,28794.2,15.85,24,1407.79,0.0,2021-04-26,Closed,647,66243.3,0.424
LOAN-1226,CUST-01060,Business,128203.2,16.75,360,1801.76,115026.76,2021-11-27,Active,720,52621.45,0.22
LOAN-1227,CUST-01462,Student,152558.16,18.38,36,5544.47,0.0,2021-05-22,Closed,558,57669.78,0.191
LOAN-1228,CUST-00459,Student,61277.99,5.8,48,1433.5,11489.62,2021-09-05,Active,809,25368.31,0.276
LOAN-1229,CUST-00532,Mortgage,78853.7,13.54,36,2677.45,24094.19,2022-11-19,Active,831,35202.92,0.356
LOAN-1230,CUST-01327,Personal,4261.15,18.12,120,77.11,2769.75,2022-03-04,Defaulted,509,51542.67,0.226
LOAN-1231,CUST-01007,Mortgage,60981.91,6.42,60,1190.9,28458.22,2022-04-04,Late,635,72097.26,0.524
LOAN-1232,CUST-00025,Student,78250.65,17.09,12,7140.17,0.0,2022-08-01,Closed,792,27118.66,0.608
LOAN-1233,CUST-00923,Auto,45683.65,8.64,360,355.81,40353.89,2021-06-02,Active,632,40338.61,0.301
