transaction_id,customer_id,transaction_date,transaction_type,amount,product_category,region
TXN-003593,CUST-00109,2024-04-18,Fee,133.54,Mortgage,North
TXN-023809,CUST-00685,2024-04-18,Payment,9.5,Mortgage,East
TXN-014107,CUST-00412,2024-04-18,Transfer,109.31,Business Loan,West
TXN-008367,CUST-00250,2024-04-18,Fee,167.46,Savings Account,Central
TXN-037290,CUST-01071,2024-04-18,Interest,15.77,Personal Loan,South
TXN-051140,CUST-01473,2024-04-18,Withdrawal,74.55,Insurance,East
TXN-017644,CUST-00507,2024-04-18,Deposit,4.25,Insurance,Central
TXN-029698,CUST-00853,2024-04-18,Payment,7.33,Insurance,South
TXN-007585,CUST-00228,2024-04-18,Withdrawal,80.43,Investment Fund,Central
TXN-022066,CUST-00634,2024-04-18,Payment,24.23,Business Loan,South
TXN-051062,CUST-01470,2024-04-18,Interest,19.27,Savings Account,South
TXN-048002,CUST-01383,2024-04-18,Payment,85.55,Savings Account,North
TXN-018500,CUST-00532,2024-04-18,Deposit,3.03,Auto Loan,East
TXN-015905,CUST-00459,2024-04-18,Deposit,4.29,Insurance,West
TXN-003534,CUST-00107,2024-04-18,Interest,7.17,Personal Loan,West
TXN-029562,CUST-00849,2024-04-18,Payment,53.95,Personal Loan,East
TXN-039127,CUST-01128,2024-04-18,Interest,25.16,Savings Account,North
TXN-013426,CUST-00394,2024-04-18,Withdrawal,48.77,Credit Card,East
TXN-003795,CUST-00117,2024-04-18,Payment,56.75,Insurance,South
TXN-011132,CUST-00329,2024-04-18,Deposit,3.05,Credit Card,West
TXN-033622,CUST-00970,2024-04-18,Deposit,61.73,Savings Account,West
TXN-044456,CUST-01282,2024-04-19,Deposit,15.34,Personal Loan,West
TXN-044427,CUST-01281,2024-04-19,Payment,151.59,Insurance,East
TXN-008377,CUST-00250,2024-04-19,Deposit,30.4,Business Loan,Central
TXN-046265,CUST-01332,2024-04-19,Deposit,205.71,Insurance,South
TXN-030624,CUST-00881,2024-04-19,Payment,23.28,Investment Fund,North
TXN-030648,CUST-00882,2024-04-19,Deposit,44.14,Insurance,Central
TXN-034841,CUST-01002,2024-04-19,Transfer,39.06,Mortgage,West
TXN-001029,CUST-00031,2024-04-19,Transfer,24.81,Credit Card,East
TXN-002225,CUST-00069,2024-04-19,Withdrawal,57.47,Insurance,West
TXN-046591,CUST-01341,2024-04-19,Transfer,63.86,Auto Loan,North
TXN-042967,CUST-01240,2024-04-19,Deposit,38.24,Investment Fund,Central
TXN-027703,CUST-00797,2024-04-19,Deposit,21.06,Investment Fund,South
TXN-040955,CUST-01180,2024-04-19,Transfer,125.28,Auto Loan,Central
TXN-009291,CUST-00275,2024-04-19,Payment,135.84,Business Loan,Central
TXN-008087,CUST-00243,2024-04-19,Payment,8.43,Business Loan,East
TXN-017897,CUST-00513,2024-04-19,Withdrawal,129.51,Investment Fund,North
TXN-003265,CUST-00100,2024-04-19,Withdrawal,3.18,Personal Loan,East
TXN-023272,CUST-00669,2024-04-19,Interest,5.74,Auto Loan,North
TXN-003549,CUST-00108,2024-04-19,Payment,27.65,Investment Fund,West
TXN-017128,CUST-00493,2024-04-19,Deposit,3.42,Business Loan,West
TXN-042052,CUST-01213,2024-04-19,Deposit,10.76,Savings Account,Central
TXN-017247,CUST-00496,2024-04-19,Interest,646.0,Personal Loan,East
TXN-047728,CUST-01373,2024-04-19,Payment,2.58,Investment Fund,West
TXN-008073,CUST-00243,2024-04-19,Payment,40.42,Savings Account,East
TXN-018576,CUST-00535,2024-04-19,Interest,40.91,Auto Loan,East
TXN-012516,CUST-00367,2024-04-19,Payment,85.87,Insurance,South
TXN-047487,CUST-01366,2024-04-19,Withdrawal,84.82,Credit Card,East
TXN-028076,CUST-00806,2024-04-19,Withdrawal,9.18,Savings Account,North
TXN-024261,CUST-00697,2024-04-19,Deposit,143.06,Auto Loan,Central
TXN-027945,CUST-00803,2024-04-19,Deposit,38.61,Insurance,North
TXN-044685,CUST-01289,2024-04-19,Payment,26.67,Auto Loan,West
TXN-047780,CUST-01375,2024-04-19,Deposit,105.25,Investment Fund,Central
TXN-021278,CUST-00613,2024-04-19,Payment,40.78,Insurance,North
TXN-016224,CUST-00467,2024-04-19,Withdrawal,11.8,Insurance,East
TXN-002721,CUST-00085,2024-04-19,Deposit,136.52,Personal Loan,North
TXN-003294,CUST-00100,2024-04-19,Transfer,45.89,Business Loan,East
TXN-021527,CUST-00620,2024-04-19,Deposit,94.48,Business Loan,South
TXN-010177,CUST-00301,2024-04-19,Deposit,72.3,Insurance,North
TXN-043183,CUST-01246,2024-04-19,Transfer,31.56,Investment Fund,West
TXN-036236,CUST-01040,2024-04-19,Deposit,16.47,Insurance,East
TXN-008470,CUST-00253,2024-04-19,Fee,52.01,Auto Loan,Central
TXN-003704,CUST-00114,2024-04-19,Transfer,94.08,Auto Loan,South
TXN-047837,CUST-01377,2024-04-19,Payment,318.22,Investment Fund,East
TXN-042353,CUST-01223,2024-04-19,Withdrawal,4.8,Personal Loan,North
TXN-009053,CUST-00269,2024-04-19,Withdrawal,53.04,Credit Card,West
TXN-041850,CUST-01207,2024-04-19,Payment,10.91,Credit Card,West
TXN-050850,CUST-01463,2024-04-19,Withdrawal,19.48,Investment Fund,Central
TXN-019776,CUST-00565,2024-04-19,Payment,43.87,Insurance,East
TXN-011746,CUST-00347,2024-04-19,Payment,12.18,Business Loan,West
TXN-039530,CUST-01141,2024-04-19,Deposit,8.58,Insurance,South
TXN-019840,CUST-00568,2024-04-19,Payment,39.27,Credit Card,South
TXN-040331,CUST-01163,2024-04-19,Withdrawal,4.73,Mortgage,North
TXN-039689,CUST-01146,2024-04-19,Deposit,46.49,Insurance,South
TXN-007229,CUST-00218,2024-04-19,Payment,18.62,Insurance,East
TXN-015339,CUST-00446,2024-04-19,Transfer,1.69,Business Loan,East
TXN-005599,CUST-00171,2024-04-19,Transfer,3.55,Credit Card,East
TXN-005544,CUST-00170,2024-04-19,Payment,182.45,Auto Loan,West
TXN-051186,CUST-01474,2024-04-19,Interest,14.39,Business Loan,Central
TXN-026119,CUST-00753,2024-04-19,Fee,5.2,Business Loan,South
TXN-032629,CUST-00940,2024-04-19,Withdrawal,12.29,Mortgage,North
TXN-004552,CUST-00141,2024-04-19,Deposit,133.48,Insurance,East
TXN-000861,CUST-00026,2024-04-19,Payment,529.6,Insurance,North
TXN-000960,CUST-00028,2024-04-19,Withdrawal,6.17,Business Loan,Central
TXN-036932,CUST-01062,2024-04-19,Deposit,29.89,Credit Card,Central
TXN-036555,CUST-01052,2024-04-19,Payment,62.9,Mortgage,South
TXN-026933,CUST-00774,2024-04-19,Fee,4.97,Auto Loan,Central
TXN-039409,CUST-01138,2024-04-19,Deposit,10.95,Insurance,West
TXN-004314,CUST-00134,2024-04-19,Deposit,76.09,Insurance,West
TXN-026395,CUST-00760,2024-04-19,Payment,100.68,Investment Fund,North
TXN-032967,CUST-00949,2024-04-19,Withdrawal,28.39,Business Loan,South
TXN-050663,CUST-01458,2024-04-19,Payment,6.31,Auto Loan,South
TXN-007123,CUST-00215,2024-04-19,Deposit,100.54,Insurance,West
TXN-018806,CUST-00540,2024-04-20,Payment,2.19,Business Loan,Central
TXN-001847,CUST-00056,2024-04-20,Deposit,4.91,Personal Loan,South
TXN-004560,CUST-00141,2024-04-20,Payment,58.21,Insurance,East
TXN-044595,CUST-01285,2024-04-20,Transfer,44.63,Business Loan,North
TXN-015185,CUST-00443,2024-04-20,Transfer,100.44,Insurance,North
TXN-032392,CUST-00933,2024-04-20,Withdrawal,76.84,Insurance,South
TXN-025011,CUST-00719,2024-04-20,Payment,19.08,Credit Card,East
TXN-050201,CUST-01445,2024-04-20,Deposit,367.13,Credit Card,North
TXN-004429,CUST-00138,2024-04-20,Payment,126.14,Business Loan,Central
TXN-019359,CUST-00554,2024-04-20,Payment,94.55,Personal Loan,East
TXN-031787,CUST-00915,2024-04-20,Withdrawal,59.16,Savings Account,South
TXN-010260,CUST-00303,2024-04-20,Interest,48.41,Credit Card,West
TXN-006538,CUST-00200,2024-04-20,Withdrawal,65.42,Insurance,Central
TXN-037109,CUST-01066,2024-04-20,Deposit,8.67,Investment Fund,East
TXN-024965,CUST-00717,2024-04-20,Fee,52.49,Investment Fund,South
TXN-006207,CUST-00187,2024-04-20,Payment,2.88,Mortgage,South
TXN-009616,CUST-00284,2024-04-20,Payment,27.48,Credit Card,East
TXN-046658,CUST-01343,2024-04-20,Deposit,10.64,Insurance,South
TXN-025477,CUST-00733,2024-04-20,Deposit,145.54,Insurance,West
TXN-001250,CUST-00038,2024-04-20,Fee,349.84,Insurance,South
TXN-050823,CUST-01462,2024-04-20,Withdrawal,7.52,Savings Account,South
TXN-008924,CUST-00266,2024-04-20,Withdrawal,3.15,Insurance,East
TXN-029569,CUST-00849,2024-04-20,Payment,109.12,Insurance,East
TXN-008584,CUST-00256,2024-04-20,Transfer,20.57,Savings Account,Central
TXN-027401,CUST-00787,2024-04-20,Payment,44.37,Insurance,North
TXN-045412,CUST-01309,2024-04-20,Withdrawal,40.03,Credit Card,Central
TXN-047965,CUST-01382,2024-04-20,Deposit,88.62,Credit Card,Central
TXN-030715,CUST-00883,2024-04-20,Payment,30.31,Investment Fund,South
TXN-013762,CUST-00402,2024-04-20,Withdrawal,56.1,Auto Loan,West
TXN-044394,CUST-01280,2024-04-20,Interest,4.96,Business Loan,Central
TXN-017479,CUST-00501,2024-04-20,Payment,69.66,Credit Card,North
TXN-039915,CUST-01152,2024-04-20,Interest,50.12,Investment Fund,East
TXN-030544,CUST-00878,2024-04-20,Withdrawal,112.99,Investment Fund,Central
TXN-023968,CUST-00690,2024-04-20,Payment,29.73,Business Loan,North
TXN-010594,CUST-00311,2024-04-20,Payment,58.12,Personal Loan,Central
TXN-012325,CUST-00362,2024-04-20,Deposit,10.02,Business Loan,South
TXN-026911,CUST-00773,2024-04-20,Transfer,18.01,Insurance,North
TXN-048154,CUST-01387,2024-04-20,Deposit,23.11,Insurance,South
TXN-020691,CUST-00593,2024-04-20,Deposit,137.45,Credit Card,North
TXN-037615,CUST-01083,2024-04-20,Payment,9.03,Investment Fund,West
TXN-017854,CUST-00512,2024-04-20,Deposit,43.09,Investment Fund,South
TXN-047332,CUST-01362,2024-04-20,Payment,34.87,Mortgage,North
TXN-031030,CUST-00891,2024-04-20,Deposit,56.91,Savings Account,West
TXN-030007,CUST-00863,2024-04-20,Payment,65.06,Savings Account,East
TXN-019647,CUST-00562,2024-04-20,Fee,25.22,Business Loan,North
TXN-023722,CUST-00683,2024-04-20,Transfer,1158.68,Investment Fund,East
TXN-001435,CUST-00043,2024-04-20,Transfer,13.02,Mortgage,East
TXN-016156,CUST-00466,2024-04-20,Withdrawal,68.48,Savings Account,East
TXN-000190,CUST-00006,2024-04-20,Payment,71.42,Savings Account,South
TXN-015519,CUST-00450,2024-04-20,Deposit,0.79,Insurance,North
TXN-035127,CUST-01010,2024-04-20,Deposit,222.8,Business Loan,West
TXN-039814,CUST-01150,2024-04-20,Withdrawal,111.46,Personal Loan,East
TXN-026517,CUST-00762,2024-04-20,Deposit,793.89,Auto Loan,East
TXN-045823,CUST-01321,2024-04-20,Payment,37.66,Credit Card,South
TXN-009902,CUST-00293,2024-04-20,Payment,20.25,Savings Account,East
TXN-047916,CUST-01380,2024-04-20,Deposit,50.96,Savings Account,East
TXN-024384,CUST-00702,2024-04-20,Deposit,40.26,Auto Loan,West
TXN-041231,CUST-01186,2024-04-20,Transfer,18.39,Business Loan,West
TXN-018175,CUST-00522,2024-04-20,Fee,218.24,Insurance,North
TXN-024439,CUST-00703,2024-04-20,Deposit,48.61,Auto Loan,East
TXN-003005,CUST-00093,2024-04-20,Deposit,2.43,Mortgage,Central
TXN-041911,CUST-01209,2024-04-20,Deposit,12.71,Mortgage,East
TXN-003139,CUST-00096,2024-04-20,Withdrawal,67.29,Investment Fund,West
TXN-051942,CUST-01497,2024-04-20,Interest,30.02,Mortgage,Central
TXN-030478,CUST-00876,2024-04-20,Deposit,108.18,Personal Loan,South
TXN-001905,CUST-00058,2024-04-20,Payment,257.39,Credit Card,Central
TXN-015244,CUST-00444,2024-04-20,Payment,8.43,Credit Card,Central
TXN-012538,CUST-00368,2024-04-21,Withdrawal,31.82,Insurance,South
TXN-018513,CUST-00533,2024-04-21,Fee,52.64,Business Loan,East
TXN-016024,CUST-00462,2024-04-21,Withdrawal,74.64,Business Loan,South
TXN-034861,CUST-01003,2024-04-21,Payment,62.54,Insurance,North
TXN-035419,CUST-01020,2024-04-21,Payment,459.63,Savings Account,East
TXN-029098,CUST-00836,2024-04-21,Payment,4.58,Insurance,Central
TXN-018564,CUST-00534,2024-04-21,Interest,132.14,Business Loan,East
TXN-045542,CUST-01312,2024-04-21,Withdrawal,172.98,Savings Account,West
TXN-045529,CUST-01312,2024-04-21,Payment,294.26,Savings Account,West
TXN-038663,CUST-01113,2024-04-21,Fee,14.51,Auto Loan,Central
TXN-002115,CUST-00066,2024-04-21,Payment,41.76,Credit Card,North
TXN-027460,CUST-00789,2024-04-21,Payment,20.5,Investment Fund,South
TXN-016679,CUST-00482,2024-04-21,Interest,37.03,Insurance,Central
TXN-045817,CUST-01320,2024-04-21,Fee,13.82,Auto Loan,East
TXN-045782,CUST-01320,2024-04-21,Payment,17.12,Business Loan,East
TXN-000048,CUST-00002,2024-04-21,Deposit,12.89,Business Loan,South
TXN-024317,CUST-00700,2024-04-21,Payment,7.05,Insurance,East
TXN-043571,CUST-01258,2024-04-21,Payment,10.24,Credit Card,Central
TXN-020498,CUST-00589,2024-04-21,Payment,102.8,Credit Card,West
TXN-043839,CUST-01264,2024-04-21,Transfer,151.59,Auto Loan,Central
TXN-035725,CUST-01028,2024-04-21,Deposit,31.88,Mortgage,South
TXN-022711,CUST-00653,2024-04-21,Deposit,44.6,Business Loan,Central
TXN-035541,CUST-01023,2024-04-21,Payment,9.17,Investment Fund,East
TXN-001786,CUST-00054,2024-04-21,Withdrawal,3.53,Personal Loan,North
TXN-018508,CUST-00533,2024-04-21,Deposit,109.68,Mortgage,East
TXN-027545,CUST-00791,2024-04-21,Payment,17.5,Investment Fund,West
TXN-039869,CUST-01151,2024-04-21,Withdrawal,4.36,Investment Fund,South
TXN-023959,CUST-00689,2024-04-21,Payment,170.2,Investment Fund,East
TXN-034166,CUST-00984,2024-04-21,Fee,20.04,Auto Loan,East
TXN-019882,CUST-00569,2024-04-21,Payment,29.27,Mortgage,North
TXN-005547,CUST-00170,2024-04-21,Withdrawal,480.99,Business Loan,West
TXN-048601,CUST-01400,2024-04-21,Withdrawal,12.79,Auto Loan,South
TXN-050789,CUST-01461,2024-04-21,Deposit,23.15,Savings Account,Central
TXN-023550,CUST-00678,2024-04-21,Payment,18.13,Personal Loan,East
TXN-014933,CUST-00435,2024-04-21,Deposit,13.74,Personal Loan,North
TXN-017474,CUST-00501,2024-04-21,Deposit,26.05,Insurance,North
TXN-000095,CUST-00004,2024-04-21,Deposit,106.0,Personal Loan,South
TXN-044131,CUST-01274,2024-04-21,Interest,4.55,Insurance,West
TXN-040501,CUST-01168,2024-04-21,Fee,31.44,Auto Loan,West
TXN-017707,CUST-00508,2024-04-21,Withdrawal,17.72,Savings Account,North
TXN-030815,CUST-00885,2024-04-21,Fee,33.33,Credit Card,North
TXN-045434,CUST-01309,2024-04-21,Deposit,1.93,Auto Loan,Central
TXN-034782,CUST-01000,2024-04-21,Payment,34.15,Personal Loan,Central
TXN-031713,CUST-00912,2024-04-21,Transfer,3.71,Investment Fund,Central
TXN-009110,CUST-00270,2024-04-21,Deposit,6.3,Credit Card,South
TXN-015524,CUST-00451,2024-04-21,Interest,19.51,Credit Card,Central
TXN-031708,CUST-00912,2024-04-21,Deposit,36.57,Mortgage,Central
TXN-033014,CUST-00951,2024-04-21,Transfer,52.5,Auto Loan,South
TXN-028551,CUST-00819,2024-04-21,Withdrawal,42.73,Personal Loan,South
TXN-031747,CUST-00914,2024-04-21,Transfer,11.24,Mortgage,West
TXN-033849,CUST-00975,2024-04-21,Withdrawal,52.84,Business Loan,East
TXN-007824,CUST-00236,2024-04-21,Fee,86.89,Credit Card,West
TXN-012401,CUST-00364,2024-04-21,Transfer,49.05,Auto Loan,South
TXN-041870,CUST-01207,2024-04-21,Interest,6.01,Mortgage,West
TXN-047540,CUST-01368,2024-04-21,Withdrawal,64.72,Personal Loan,North
TXN-041644,CUST-01200,2024-04-21,Payment,13.62,Savings Account,Central
TXN-036317,CUST-01043,2024-04-21,Payment,10.15,Insurance,South
TXN-034733,CUST-00999,2024-04-21,Payment,30.45,Credit Card,East
TXN-038231,CUST-01102,2024-04-21,Withdrawal,5.57,Personal Loan,South
TXN-007211,CUST-00218,2024-04-21,Fee,10.22,Auto Loan,East
TXN-040916,CUST-01179,2024-04-21,Payment,222.66,Personal Loan,Central
TXN-020613,CUST-00591,2024-04-21,Withdrawal,22.47,Personal Loan,East
TXN-011705,CUST-00347,2024-04-22,Payment,60.19,Business Loan,West
TXN-011961,CUST-00352,2024-04-22,Deposit,35.47,Investment Fund,South
TXN-051250,CUST-01476,2024-04-22,Interest,9.55,Personal Loan,East
TXN-039958,CUST-01153,2024-04-22,Payment,10.0,Auto Loan,North
TXN-031700,CUST-00912,2024-04-22,Payment,1.51,Insurance,Central
TXN-013345,CUST-00391,2024-04-22,Payment,18.3,Savings Account,East
TXN-041470,CUST-01194,2024-04-22,Payment,12.5,Savings Account,Central
TXN-051543,CUST-01485,2024-04-22,Withdrawal,6.98,Savings Account,South
TXN-051717,CUST-01491,2024-04-22,Transfer,12.41,Personal Loan,West
TXN-043449,CUST-01254,2024-04-22,Withdrawal,2.53,Savings Account,North
TXN-016510,CUST-00476,2024-04-22,Payment,38.13,Mortgage,South
TXN-005696,CUST-00174,2024-04-22,Payment,67.39,Savings Account,North
TXN-043508,CUST-01255,2024-04-22,Deposit,8.42,Auto Loan,Central
TXN-047992,CUST-01383,2024-04-22,Payment,328.26,Mortgage,North
TXN-013818,CUST-00404,2024-04-22,Deposit,128.62,Mortgage,South
TXN-012200,CUST-00358,2024-04-22,Payment,19.23,Credit Card,East
TXN-046307,CUST-01333,2024-04-22,Deposit,104.26,Investment Fund,East
TXN-023541,CUST-00678,2024-04-22,Transfer,33.75,Mortgage,East
TXN-007518,CUST-00227,2024-04-22,Payment,4.38,Mortgage,Central
TXN-022653,CUST-00651,2024-04-22,Payment,20.31,Mortgage,East
TXN-021988,CUST-00631,2024-04-22,Transfer,10.55,Savings Account,East
TXN-049472,CUST-01425,2024-04-22,Withdrawal,6.32,Investment Fund,South
TXN-004636,CUST-00144,2024-04-22,Payment,6.76,Insurance,North
TXN-024825,CUST-00714,2024-04-22,Withdrawal,354.48,Credit Card,West
TXN-022344,CUST-00643,2024-04-22,Payment,3.02,Credit Card,South
TXN-031613,CUST-00909,2024-04-22,Payment,4.66,Mortgage,North
TXN-036736,CUST-01057,2024-04-22,Deposit,66.03,Credit Card,West
TXN-050144,CUST-01444,2024-04-22,Transfer,18.93,Mortgage,South
TXN-033710,CUST-00972,2024-04-22,Fee,75.39,Savings Account,Central
TXN-051687,CUST-01490,2024-04-22,Deposit,109.64,Insurance,Central
TXN-030291,CUST-00870,2024-04-22,Withdrawal,8.5,Investment Fund,North
TXN-009019,CUST-00268,2024-04-22,Deposit,103.56,Credit Card,West
TXN-001704,CUST-00051,2024-04-22,Withdrawal,382.7,Insurance,South
TXN-033276,CUST-00960,2024-04-22,Withdrawal,26.18,Credit Card,North
TXN-036727,CUST-01057,2024-04-22,Payment,270.47,Investment Fund,West
TXN-039527,CUST-01141,2024-04-22,Deposit,62.56,Insurance,South
TXN-023724,CUST-00683,2024-04-22,Transfer,250.33,Personal Loan,East
TXN-025578,CUST-00735,2024-04-22,Payment,7.54,Savings Account,South
TXN-006440,CUST-00196,2024-04-22,Deposit,24.2,Credit Card,North
TXN-049989,CUST-01439,2024-04-22,Withdrawal,16.88,Insurance,Central
TXN-016985,CUST-00489,2024-04-22,Payment,25.55,Credit Card,East
TXN-015344,CUST-00446,2024-04-22,Payment,71.64,Investment Fund,East
TXN-037170,CUST-01068,2024-04-22,Deposit,25.64,Auto Loan,Central
TXN-048516,CUST-01397,2024-04-22,Withdrawal,37.58,Auto Loan,East
TXN-043844,CUST-01264,2024-04-22,Payment,210.12,Savings Account,Central
TXN-044087,CUST-01272,2024-04-22,Payment,65.96,Auto Loan,West
TXN-046085,CUST-01327,2024-04-22,Transfer,133.54,Auto Loan,West
TXN-008782,CUST-00262,2024-04-22,Transfer,213.36,Credit Card,Central
TXN-016091,CUST-00464,2024-04-22,Payment,52.49,Savings Account,North
TXN-033312,CUST-00961,2024-04-22,Interest,95.98,Business Loan,South
TXN-047465,CUST-01365,2024-04-22,Transfer,66.13,Mortgage,East
TXN-050828,CUST-01463,2024-04-22,Transfer,23.38,Insurance,Central
TXN-025473,CUST-00733,2024-04-22,Withdrawal,57.46,Credit Card,West
TXN-042320,CUST-01222,2024-04-22,Payment,26.57,Mortgage,South
TXN-028685,CUST-00824,2024-04-22,Payment,38.38,Personal Loan,East
TXN-048959,CUST-01408,2024-04-22,Deposit,51.67,Credit Card,East
TXN-009138,CUST-00271,2024-04-22,Payment,1.53,Investment Fund,North
TXN-040369,CUST-01164,2024-04-22,Withdrawal,562.65,Savings Account,Central
TXN-012263,CUST-00359,2024-04-22,Withdrawal,283.93,Personal Loan,West
TXN-018594,CUST-00535,2024-04-22,Transfer,3.4,Credit Card,East
TXN-001208,CUST-00037,2024-04-22,Payment,101.64,Business Loan,East
TXN-045442,CUST-01309,2024-04-22,Withdrawal,7.72,Auto Loan,Central
TXN-044822,CUST-01293,2024-04-22,Withdrawal,52.86,Personal Loan,Central
TXN-014226,CUST-00414,2024-04-22,Withdrawal,102.46,Personal Loan,South
TXN-028573,CUST-00821,2024-04-22,Fee,3.07,Business Loan,North
TXN-006311,CUST-00191,2024-04-22,Payment,110.58,Credit Card,East
TXN-047449,CUST-01365,2024-04-23,Payment,164.88,Personal Loan,East
TXN-029911,CUST-00859,2024-04-23,Payment,62.18,Business Loan,West
TXN-027341,CUST-00786,2024-04-23,Deposit,13.33,Mortgage,East
TXN-032784,CUST-00944,2024-04-23,Transfer,13.89,Mortgage,Central
TXN-019374,CUST-00555,2024-04-23,Transfer,25.13,Investment Fund,South
TXN-039730,CUST-01147,2024-04-23,Payment,29.69,Personal Loan,South
TXN-020576,CUST-00590,2024-04-23,Payment,184.91,Credit Card,West
TXN-013029,CUST-00382,2024-04-23,Payment,15.18,Credit Card,North
TXN-037172,CUST-01068,2024-04-23,Transfer,16.41,Mortgage,Central
TXN-038213,CUST-01102,2024-04-23,Payment,446.3,Savings Account,South
TXN-051827,CUST-01494,2024-04-23,Transfer,268.29,Personal Loan,Central
TXN-051949,CUST-01497,2024-04-23,Deposit,72.65,Insurance,Central
TXN-038129,CUST-01099,2024-04-23,Withdrawal,5.79,Business Loan,North
TXN-044575,CUST-01285,2024-04-23,Payment,72.7,Business Loan,North
TXN-046397,CUST-01336,2024-04-23,Payment,73.16,Auto Loan,North
TXN-048470,CUST-01396,2024-04-23,Deposit,104.52,Savings Account,West
TXN-036456,CUST-01048,2024-04-23,Withdrawal,14.13,Auto Loan,North
TXN-007725,CUST-00232,2024-04-23,Withdrawal,48.26,Personal Loan,South
TXN-000136,CUST-00004,2024-04-23,Interest,47.02,Business Loan,South
TXN-024863,CUST-00715,2024-04-23,Deposit,40.15,Investment Fund,West
TXN-016425,CUST-00473,2024-04-23,Withdrawal,23.53,Business Loan,South
TXN-024851,CUST-00714,2024-04-23,Fee,17.73,Insurance,West
TXN-045206,CUST-01303,2024-04-23,Transfer,41.89,Mortgage,East
TXN-038362,CUST-01106,2024-04-23,Payment,18.82,Business Loan,West
TXN-045882,CUST-01322,2024-04-23,Transfer,69.59,Insurance,South
TXN-028059,CUST-00806,2024-04-23,Withdrawal,29.75,Savings Account,North
TXN-050366,CUST-01450,2024-04-23,Deposit,80.18,Personal Loan,South
TXN-008181,CUST-00246,2024-04-23,Transfer,19.95,Auto Loan,North
TXN-024163,CUST-00695,2024-04-23,Transfer,87.68,Personal Loan,West
TXN-034840,CUST-01002,2024-04-23,Deposit,7.84,Investment Fund,West
TXN-047852,CUST-01378,2024-04-23,Payment,6.37,Business Loan,East
TXN-044657,CUST-01287,2024-04-23,Deposit,15.49,Savings Account,Central
TXN-008435,CUST-00252,2024-04-23,Deposit,121.97,Auto Loan,West
TXN-023882,CUST-00687,2024-04-23,Deposit,164.62,Auto Loan,East
TXN-049297,CUST-01418,2024-04-23,Withdrawal,99.13,Insurance,Central
TXN-029132,CUST-00837,2024-04-23,Deposit,317.5,Savings Account,North
TXN-037530,CUST-01081,2024-04-23,Deposit,8.91,Credit Card,Central
TXN-041149,CUST-01184,2024-04-23,Transfer,6.38,Investment Fund,South
TXN-024278,CUST-00698,2024-04-23,Withdrawal,109.47,Mortgage,North
TXN-008489,CUST-00253,2024-04-23,Withdrawal,44.9,Savings Account,Central
TXN-022697,CUST-00653,2024-04-23,Payment,32.82,Investment Fund,Central
TXN-021727,CUST-00625,2024-04-23,Interest,47.09,Credit Card,East
TXN-047417,CUST-01364,2024-04-23,Withdrawal,38.09,Mortgage,North
TXN-051737,CUST-01492,2024-04-23,Deposit,12.72,Personal Loan,North
TXN-046353,CUST-01334,2024-04-23,Payment,12.98,Business Loan,East
TXN-020710,CUST-00594,2024-04-23,Payment,10.87,Insurance,Central
TXN-024092,CUST-00693,2024-04-23,Fee,25.35,Auto Loan,West
TXN-016694,CUST-00482,2024-04-23,Deposit,272.84,Insurance,Central
TXN-034906,CUST-01004,2024-04-23,Payment,80.37,Business Loan,North
TXN-028080,CUST-00806,2024-04-23,Withdrawal,23.68,Personal Loan,North
TXN-009907,CUST-00293,2024-04-23,Payment,14.39,Mortgage,East
TXN-007837,CUST-00237,2024-04-23,Withdrawal,12.73,Insurance,West
TXN-029462,CUST-00847,2024-04-23,Payment,40.0,Business Loan,South
TXN-002857,CUST-00088,2024-04-23,Deposit,137.99,Credit Card,Central
TXN-021264,CUST-00613,2024-04-23,Withdrawal,54.71,Personal Loan,North
TXN-007810,CUST-00235,2024-04-23,Payment,17.2,Insurance,West
TXN-011679,CUST-00346,2024-04-23,Interest,108.09,Personal Loan,North
TXN-001289,CUST-00038,2024-04-23,Transfer,2128.3,Insurance,South
TXN-048734,CUST-01403,2024-04-23,Transfer,2.45,Credit Card,East
TXN-021819,CUST-00627,2024-04-23,Payment,122.39,Mortgage,South
TXN-041606,CUST-01198,2024-04-23,Deposit,663.5,Investment Fund,Central
TXN-018781,CUST-00539,2024-04-23,Transfer,110.36,Personal Loan,West
TXN-025622,CUST-00737,2024-04-23,Withdrawal,44.59,Credit Card,Central
TXN-034924,CUST-01005,2024-04-23,Payment,51.08,Auto Loan,North
TXN-038079,CUST-01097,2024-04-23,Deposit,58.66,Insurance,West
TXN-040512,CUST-01168,2024-04-23,Fee,17.87,Credit Card,West
TXN-018243,CUST-00524,2024-04-23,Deposit,51.38,Business Loan,Central
TXN-011071,CUST-00327,2024-04-24,Withdrawal,17.15,Mortgage,East
TXN-020025,CUST-00574,2024-04-24,Payment,86.76,Credit Card,South
TXN-011897,CUST-00351,2024-04-24,Transfer,14.92,Savings Account,West
TXN-006262,CUST-00190,2024-04-24,Transfer,88.6,Auto Loan,East
TXN-022637,CUST-00650,2024-04-24,Payment,99.43,Business Loan,South
TXN-025805,CUST-00743,2024-04-24,Withdrawal,52.88,Investment Fund,East
TXN-009229,CUST-00274,2024-04-24,Payment,26.02,Insurance,East
TXN-008346,CUST-00249,2024-04-24,Deposit,113.11,Mortgage,North
TXN-013477,CUST-00395,2024-04-24,Withdrawal,21.98,Credit Card,West
